school minority sex ses math.achieve sector size percent
3013 No Male -0.618 17.717 Public 760 56
3013 No Male 0.252 20.159 Public 760 56
3013 No Male -0.138 8.732 Public 760 56
3013 No Female -0.778 -1.1 Public 760 56
3013 No Female -0.048 10.899 Public 760 56
3013 No Male -0.398 8.613 Public 760 56
3013 No Male 0.192 15.741 Public 760 56
3013 No Male 0.482 16.495 Public 760 56
3013 No Male 0.312 5.531 Public 760 56
3013 No Male -0.768 22.377 Public 760 56
3013 No Male -0.248 7.008 Public 760 56
3013 Yes Female -0.708 5.229 Public 760 56
3013 No Female 0.372 12.215 Public 760 56
3013 No Female 0.402 14.92 Public 760 56
3013 No Male 0.232 13.009 Public 760 56
3013 No Female -0.578 -0.008 Public 760 56
3013 No Male -0.458 15.898 Public 760 56
3013 No Male 0.462 6.993 Public 760 56
3013 No Female 0.102 7.7 Public 760 56
3013 No Male -0.118 6.428 Public 760 56
3013 No Male -0.608 12.867 Public 760 56
3013 No Male 0.272 20.811 Public 760 56
3013 No Female 0.512 5.783 Public 760 56
3013 No Female 0.032 18.846 Public 760 56
3013 No Male 0.322 2.285 Public 760 56
3013 No Male 1.022 16.208 Public 760 56
3013 No Male 0.262 22.311 Public 760 56
3013 No Male -0.188 -1.215 Public 760 56
3013 No Male -0.168 19.696 Public 760 56
3013 No Female 0.772 22.854 Public 760 56
3013 No Male -0.998 15.408 Public 760 56
3013 No Male -0.948 14.382 Public 760 56
3020 No Female -0.308 5.137 Catholic 457 56
3020 No Female -1.098 9.819 Catholic 457 56
3020 Yes Female -1.158 20.025 Catholic 457 56
3020 No Female 0.902 22.012 Catholic 457 56
3020 No Female 0.692 16.083 Catholic 457 56
3020 No Female 0.682 21.474 Catholic 457 56
3020 No Female 0.342 17.756 Catholic 457 56
3020 No Female 0.772 19.702 Catholic 457 56
3020 No Female 0.682 11.789 Catholic 457 56
3020 No Female -0.118 7.395 Catholic 457 56
3020 No Female 1.032 12.158 Catholic 457 56
3020 No Female -0.498 11.461 Catholic 457 56
3020 No Female -1.258 4.094 Catholic 457 56
3020 No Female -0.468 10.755 Catholic 457 56
3020 No Female -0.148 21.164 Catholic 457 56
3020 No Female 0.132 15.936 Catholic 457 56
3020 No Female 0.482 14.254 Catholic 457 56
3020 No Female -0.538 14.128 Catholic 457 56
3020 No Female 0.902 16.42 Catholic 457 56
3020 No Female 0.222 17.291 Catholic 457 56
3020 No Female 0.212 22.245 Catholic 457 56
3020 No Female 1.182 24.319 Catholic 457 56
3020 No Female -0.968 24.993 Catholic 457 56
3020 No Female 0.152 22.781 Catholic 457 56
3020 No Female -0.398 16.205 Catholic 457 56
3020 Yes Female 1.032 16.67 Catholic 457 56
3020 No Female -0.308 14.069 Catholic 457 56
3020 No Female 0.692 17.839 Catholic 457 56
3020 No Female 0.712 -2.528 Catholic 457 56
3020 No Female 0.212 13.555 Catholic 457 56
3020 No Female 0.572 21.011 Catholic 457 56
3020 No Female -0.278 8.057 Catholic 457 56
3020 No Female 0.932 17.393 Catholic 457 56
3020 No Female 0.662 14.94 Catholic 457 56
3020 No Female -1.128 11.591 Catholic 457 56
3020 No Female 0.942 8.656 Catholic 457 56
3020 No Female 1.152 3.571 Catholic 457 56
3020 No Female -0.258 10.857 Catholic 457 56
3020 No Female 0.052 6.151 Catholic 457 56
3020 No Female 0.262 13.335 Catholic 457 56
3020 No Female 0.132 21.468 Catholic 457 56
3020 No Female -0.718 3.617 Catholic 457 56
3020 No Female -0.548 22.151 Catholic 457 56
3020 No Female 1.092 17.699 Catholic 457 56
3020 No Female 0.232 18.828 Catholic 457 56
3020 No Female 0.702 17.757 Catholic 457 56
3020 No Female 0.842 10.247 Catholic 457 56
3020 No Female 0.612 20.066 Catholic 457 56
3020 No Female 0.582 19.287 Catholic 457 56
3020 No Female 0.232 17.706 Catholic 457 56
3020 No Male 0.942 13.261 Catholic 457 56
3020 No Female 0.602 9.664 Catholic 457 56
3020 No Female -0.148 18.686 Catholic 457 56
3020 No Female -0.078 -0.451 Catholic 457 56
3020 No Female 0.942 20.069 Catholic 457 56
3020 No Female 0.212 17.39 Catholic 457 56
3020 No Female 1.182 13.656 Catholic 457 56
3020 No Female 0.012 2.172 Catholic 457 56
3020 No Female 0.072 11.485 Catholic 457 56
3039 No Male -0.248 22.522 Catholic 686 100
3039 Yes Male 0.242 16.08 Catholic 686 100
3039 Yes Male -0.678 21.175 Catholic 686 100
3039 No Male 1.042 22.989 Catholic 686 100
3039 Yes Male -0.528 10.546 Catholic 686 100
3039 No Male 1.192 16.267 Catholic 686 100
3039 Yes Male 0.202 4.395 Catholic 686 100
3039 No Male 0.942 15.792 Catholic 686 100
3039 No Male 1.122 20.051 Catholic 686 100
3039 No Male 1.002 18.331 Catholic 686 100
3039 No Male 1.342 20.458 Catholic 686 100
3039 Yes Male 0.082 12.246 Catholic 686 100
3039 No Male -0.908 7.748 Catholic 686 100
3039 No Male 0.232 24.812 Catholic 686 100
3039 No Male 0.002 17.491 Catholic 686 100
3039 Yes Male 0.942 19.167 Catholic 686 100
3039 No Male 0.982 20.082 Catholic 686 100
3039 No Male -0.558 14.116 Catholic 686 100
3039 Yes Male -0.388 17.908 Catholic 686 100
3039 No Male 0.882 23.09 Catholic 686 100
3039 Yes Male 0.402 10.975 Catholic 686 100
3088 No Female 0.352 13.758 Public 1960 38
3088 No Female 0.702 22.091 Public 1960 38
3088 Yes Female -0.438 4.23 Public 1960 38
3088 No Female -0.038 15.095 Public 1960 38
3088 Yes Female 0.292 11.913 Public 1960 38
3088 Yes Female -0.138 10.447 Public 1960 38
3088 Yes Female -0.138 0.363 Public 1960 38
3088 Yes Female -0.458 11.141 Public 1960 38
3088 Yes Female -0.628 8.298 Public 1960 38
3088 Yes Male 0.412 2.38 Public 1960 38
3088 Yes Male -1.788 4.838 Public 1960 38
3088 Yes Male -0.708 4.5 Public 1960 38
3088 Yes Male 0.552 14.97 Public 1960 38
3088 No Male 0.792 4.896 Public 1960 38
3088 No Male -1.038 12.177 Public 1960 38
3088 Yes Male -0.778 14.987 Public 1960 38
3088 Yes Male -1.548 1.314 Public 1960 38
3088 No Male 0.082 4.007 Public 1960 38
3088 No Male 0.602 17.404 Public 1960 38
3088 Yes Male -1.668 17.599 Public 1960 38
3088 Yes Male -1.098 8.139 Public 1960 38
3088 No Male -0.998 3.242 Public 1960 38
3088 Yes Male -0.858 0.036 Public 1960 38
3088 Yes Male 0.672 2.211 Public 1960 38
3088 No Male 0.522 5.27 Public 1960 38
3088 No Female -0.138 7.731 Public 1960 38
3088 Yes Female -1.078 6.953 Public 1960 38
3088 Yes Female -2.508 4.635 Public 1960 38
3088 No Female 0.032 18.384 Public 1960 38
3088 Yes Female -1.818 6.92 Public 1960 38
3088 No Female 0.002 4.828 Public 1960 38
3088 No Female -0.418 16.941 Public 1960 38
3088 Yes Female -0.988 8.339 Public 1960 38
3088 Yes Female -0.848 4.784 Public 1960 38
3088 No Female -0.338 19.106 Public 1960 38
3088 No Female -0.408 8.896 Public 1960 38
3088 Yes Female -1.458 3.027 Public 1960 38
3088 Yes Male -0.628 14.065 Public 1960 38
3088 No Male -0.498 16.773 Public 1960 38
3152 No Female 0.012 12.032 Public 1313 59
3152 No Female 0.882 16.855 Public 1313 59
3152 No Female -1.138 8.486 Public 1313 59
3152 No Female 0.542 5.826 Public 1313 59
3152 No Male 0.612 12.818 Public 1313 59
3152 No Male 0.792 24.993 Public 1313 59
3152 No Female 0.612 23.08 Public 1313 59
3152 No Male -1.368 13.592 Public 1313 59
3152 No Male 0.662 14.926 Public 1313 59
3152 No Female 1.072 17.58 Public 1313 59
3152 No Female 1.172 13.564 Public 1313 59
3152 No Male 0.762 24.993 Public 1313 59
3152 No Female -0.778 8.789 Public 1313 59
3152 No Male 0.952 23.127 Public 1313 59
3152 No Female 0.652 12.714 Public 1313 59
3152 No Male 0.482 18.934 Public 1313 59
3152 No Male -0.268 6.466 Public 1313 59
3152 No Male -1.018 18.051 Public 1313 59
3152 No Male -0.258 22.254 Public 1313 59
3152 No Male -0.418 13.128 Public 1313 59
3152 No Male 0.842 23.818 Public 1313 59
3152 No Female -1.368 1.439 Public 1313 59
3152 No Female -0.138 5.576 Public 1313 59
3152 No Female -0.298 19.71 Public 1313 59
3152 No Female -0.428 -2.094 Public 1313 59
3152 No Male 0.702 2.986 Public 1313 59
3152 No Female 0.822 22.553 Public 1313 59
3152 Yes Male 0.832 1.791 Public 1313 59
3152 No Male -0.848 19.482 Public 1313 59
3152 Yes Female 0.782 2.982 Public 1313 59
3152 No Male 1.212 14.932 Public 1313 59
3152 No Female -0.778 8.491 Public 1313 59
3152 No Male 0.652 22.344 Public 1313 59
3152 No Female -1.038 20.36 Public 1313 59
3152 No Male -0.628 15.751 Public 1313 59
3152 No Male 1.202 19.572 Public 1313 59
3152 Yes Male -1.298 6.251 Public 1313 59
3152 No Female -0.908 10.161 Public 1313 59
3152 No Male -0.218 20.953 Public 1313 59
3152 No Female -0.508 7.024 Public 1313 59
3152 No Female 0.332 12.152 Public 1313 59
3152 Yes Male -0.278 16.213 Public 1313 59
3152 No Female -0.648 9.781 Public 1313 59
3152 No Male 0.202 -2.5 Public 1313 59
3152 No Male -1.258 14.184 Public 1313 59
3152 No Female -0.168 -1.237 Public 1313 59
3152 No Female 1.262 15.562 Public 1313 59
3152 No Male -1.128 9.519 Public 1313 59
3152 No Female -0.788 7.537 Public 1313 59
3152 No Female -0.938 12.144 Public 1313 59
3152 No Female 1.262 18.943 Public 1313 59
3152 No Female 1.212 18.282 Public 1313 59
3332 No Male 0.822 11.922 Public 2212 55
3332 No Female 0.952 16.781 Public 2212 55
3332 No Female -0.218 22.317 Public 2212 55
3332 No Male 1.292 23.054 Public 2212 55
3332 No Female 0.372 0.996 Public 2212 55
3332 No Male 0.292 13.306 Public 2212 55
3332 No Female 0.532 21.848 Public 2212 55
3332 No Female 0.302 2.204 Public 2212 55
3332 No Female -0.468 12.782 Public 2212 55
3332 No Female 0.882 16.163 Public 2212 55
3332 No Female 1.362 15.93 Public 2212 55
3332 No Female 0.752 19.805 Public 2212 55
3332 No Male -0.178 23.054 Public 2212 55
3332 No Male 0.532 22.661 Public 2212 55
3332 No Male -0.328 11.461 Public 2212 55
3332 No Female 0.062 6.246 Public 2212 55
3332 No Male 1.122 24.993 Public 2212 55
3332 No Female 1.142 14.997 Public 2212 55
3332 No Female 1.042 13.567 Public 2212 55
3332 No Male 0.832 22.856 Public 2212 55
3332 No Male 1.362 10.06 Public 2212 55
3332 No Female -0.188 5.719 Public 2212 55
3332 No Female 0.022 7.341 Public 2212 55
3332 No Female -0.248 17.632 Public 2212 55
3332 No Female 0.672 15.569 Public 2212 55
3332 No Female 0.082 7.554 Public 2212 55
3332 No Female 0.972 16.206 Public 2212 55
3332 No Male 1.172 9.355 Public 2212 55
3332 No Female -0.628 11.531 Public 2212 55
3332 No Male 1.212 7.41 Public 2212 55
3332 No Female 1.012 23.619 Public 2212 55
3332 No Female 1.262 10.749 Public 2212 55
3332 No Female 1.162 18.119 Public 2212 55
3332 No Female 0.762 22.896 Public 2212 55
3332 No Male 0.762 3.628 Public 2212 55
3332 No Male 0.882 13.063 Public 2212 55
3332 No Male 1.342 13.033 Public 2212 55
3332 No Female 0.522 12.143 Public 2212 55
3351 No Female 0.582 8.879 Public 1125 35
3351 No Female 1.372 6.98 Public 1125 35
3351 Yes Female 0.372 6.652 Public 1125 35
3351 Yes Male -0.098 4.361 Public 1125 35
3351 Yes Male -1.488 3.377 Public 1125 35
3351 No Female 0.262 13.294 Public 1125 35
3351 Yes Male -2.028 4.388 Public 1125 35
3351 Yes Male 0.832 4.972 Public 1125 35
3351 No Female 0.032 17.262 Public 1125 35
3351 Yes Male 0.352 16.297 Public 1125 35
3351 No Female 0.532 12.815 Public 1125 35
3351 No Female 0.982 13.233 Public 1125 35
3351 No Male -0.188 24.301 Public 1125 35
3351 No Female -0.708 -0.417 Public 1125 35
3351 No Female 0.932 13.276 Public 1125 35
3351 Yes Female 0.812 5.305 Public 1125 35
3351 No Female 0.592 2.781 Public 1125 35
3351 No Male 1.422 13.188 Public 1125 35
3351 No Male 0.892 14.7 Public 1125 35
3351 No Male 1.212 21.054 Public 1125 35
3351 No Male 1.392 12.381 Public 1125 35
3351 Yes Male 0.342 22.616 Public 1125 35
3351 Yes Male -0.568 5.453 Public 1125 35
3351 No Male 1.142 6.41 Public 1125 35
3351 No Male -0.798 14.87 Public 1125 35
3351 No Female -0.018 15.227 Public 1125 35
3351 No Female 0.672 -0.598 Public 1125 35
3351 No Male 0.432 17.06 Public 1125 35
3351 No Male 1.182 22.697 Public 1125 35
3351 No Male 1.512 11.147 Public 1125 35
3351 No Female 0.512 17.175 Public 1125 35
3351 No Female -0.258 12.905 Public 1125 35
3351 No Male -0.278 14.594 Public 1125 35
3351 No Female 1.122 24.993 Public 1125 35
3351 Yes Male -0.798 -1.095 Public 1125 35
3351 No Male 0.902 5.637 Public 1125 35
3351 No Male 0.512 20.708 Public 1125 35
3351 Yes Male -1.178 10.064 Public 1125 35
3351 No Male 0.222 8.2 Public 1125 35
3377 Yes Male -0.938 14.34 Public 2031 18
3377 Yes Female -1.188 5.271 Public 2031 18
3377 Yes Male -0.628 6.933 Public 2031 18
3377 Yes Male -0.948 13.531 Public 2031 18
3377 Yes Female -0.368 2.697 Public 2031 18
3377 Yes Male -0.448 12.221 Public 2031 18
3377 Yes Male -0.908 16.269 Public 2031 18
3377 Yes Female -0.578 0.155 Public 2031 18
3377 Yes Male -0.918 18.275 Public 2031 18
3377 Yes Female -0.788 2.066 Public 2031 18
3377 Yes Female -1.838 7.783 Public 2031 18
3377 Yes Female -1.158 8.285 Public 2031 18
3377 Yes Male -1.248 7.378 Public 2031 18
3377 Yes Male -0.128 5.227 Public 2031 18
3377 Yes Male -0.658 3.486 Public 2031 18
3377 Yes Female 0.102 8.869 Public 2031 18
3377 No Male 0.792 15.436 Public 2031 18
3377 Yes Female -0.048 -2.832 Public 2031 18
3377 Yes Female -0.648 3.079 Public 2031 18
3377 Yes Female -0.488 6.659 Public 2031 18
3377 Yes Male -0.718 21.669 Public 2031 18
3377 Yes Female -0.688 19.026 Public 2031 18
3377 Yes Male 1.092 2.322 Public 2031 18
3377 No Female -1.458 12.873 Public 2031 18
3377 Yes Male 0.232 10.538 Public 2031 18
3377 Yes Male -0.918 7.441 Public 2031 18
3377 Yes Male -0.908 9.481 Public 2031 18
3377 Yes Female -1.438 23.116 Public 2031 18
3377 Yes Male -0.138 1.155 Public 2031 18
3377 Yes Female -0.838 20.537 Public 2031 18
3377 Yes Male -0.808 5.404 Public 2031 18
3377 Yes Female -1.088 -0.704 Public 2031 18
3377 Yes Female -0.268 19.052 Public 2031 18
3377 Yes Male -0.378 16.637 Public 2031 18
3377 Yes Male -0.388 14.117 Public 2031 18
3377 Yes Female 1.042 0.114 Public 2031 18
3377 Yes Female -0.768 14.413 Public 2031 18
3377 Yes Male -0.088 4.82 Public 2031 18
3377 Yes Male -1.858 5.888 Public 2031 18
3377 No Male 0.462 17.617 Public 2031 18
3377 Yes Male -0.498 -0.227 Public 2031 18
3377 Yes Male -2.248 3.833 Public 2031 18
3377 Yes Female -0.178 10.298 Public 2031 18
3377 Yes Male -0.488 -0.009 Public 2031 18
3377 No Male 0.022 18.863 Public 2031 18
3427 No Male -0.038 13.874 Catholic 687 100
3427 No Male -0.498 13.824 Catholic 687 100
3427 No Male 0.422 19.372 Catholic 687 100
3427 No Male -0.718 21.296 Catholic 687 100
3427 No Male -0.258 24.107 Catholic 687 100
3427 No Male 0.062 20.232 Catholic 687 100
3427 No Male 0.632 24.401 Catholic 687 100
3427 Yes Male -0.678 15.381 Catholic 687 100
3427 No Male -0.088 22.779 Catholic 687 100
3427 No Male 0.862 13.774 Catholic 687 100
3427 No Male -0.418 18.072 Catholic 687 100
3427 No Male -0.038 15.127 Catholic 687 100
3427 No Male 1.312 23.163 Catholic 687 100
3427 Yes Male 1.002 18.013 Catholic 687 100
3427 No Male 0.862 16.703 Catholic 687 100
3427 No Male -0.268 19.561 Catholic 687 100
3427 No Male 1.312 22.245 Catholic 687 100
3427 No Male 0.512 21.508 Catholic 687 100
3427 No Male -0.418 15.642 Catholic 687 100
3427 No Male 0.922 22.667 Catholic 687 100
3427 No Male 0.022 20.877 Catholic 687 100
3427 Yes Male -0.018 22.273 Catholic 687 100
3427 No Male -0.258 21.828 Catholic 687 100
3427 No Male 0.432 24.993 Catholic 687 100
3427 No Male -0.118 16.374 Catholic 687 100
3427 No Male 0.622 16.622 Catholic 687 100
3427 No Male 1.282 13.571 Catholic 687 100
3427 No Male 1.512 18.049 Catholic 687 100
3427 No Male 0.062 20.784 Catholic 687 100
3427 No Male 1.082 16.641 Catholic 687 100
3427 Yes Male -0.298 17.28 Catholic 687 100
3427 Yes Male -0.158 21.872 Catholic 687 100
3427 No Male -0.298 24.812 Catholic 687 100
3427 No Male -0.048 22.801 Catholic 687 100
3427 No Male 0.432 20.961 Catholic 687 100
3427 Yes Male -0.908 20.786 Catholic 687 100
3427 No Male 0.672 20.621 Catholic 687 100
3427 No Male -1.288 21.444 Catholic 687 100
3427 No Male -0.008 20.319 Catholic 687 100
3427 No Male 0.422 21.038 Catholic 687 100
3427 No Male -0.218 19.8 Catholic 687 100
3427 No Male -0.758 23.817 Catholic 687 100
3427 No Male 0.792 23.83 Catholic 687 100
3427 No Male 0.482 23.09 Catholic 687 100
3427 No Male -1.318 19.606 Catholic 687 100
3427 No Male 0.172 21.378 Catholic 687 100
3427 No Male 0.442 12.046 Catholic 687 100
3427 No Male -0.168 24.147 Catholic 687 100
3427 No Male 0.452 12.663 Catholic 687 100
3498 No Female 1.152 4.259 Catholic 388 92
3498 No Male 0.702 14.653 Catholic 388 92
3498 No Male 1.262 3.243 Catholic 388 92
3498 No Female -0.078 13.372 Catholic 388 92
3498 No Male 0.932 14.035 Catholic 388 92
3498 No Male 1.512 16.807 Catholic 388 92
3498 No Male 1.022 20.251 Catholic 388 92
3498 No Male 0.372 19.222 Catholic 388 92
3498 Yes Female 0.902 18.402 Catholic 388 92
3498 No Female 0.892 13.488 Catholic 388 92
3498 No Female 1.222 21.797 Catholic 388 92
3498 No Male -0.088 13.707 Catholic 388 92
3498 No Female 0.682 3.213 Catholic 388 92
3498 No Female -1.088 19.8 Catholic 388 92
3498 No Male 1.282 14.261 Catholic 388 92
3498 No Female 0.102 4.845 Catholic 388 92
3498 No Male 0.532 13.094 Catholic 388 92
3498 No Female 1.182 21.444 Catholic 388 92
3498 No Female 0.982 21.035 Catholic 388 92
3498 No Female -0.148 10.276 Catholic 388 92
3498 No Male 0.602 19.268 Catholic 388 92
3498 No Female 0.532 21.366 Catholic 388 92
3498 No Male 0.272 20.514 Catholic 388 92
3498 No Female 0.472 15.495 Catholic 388 92
3498 Yes Male 1.392 19.987 Catholic 388 92
3498 No Male 0.402 24.076 Catholic 388 92
3498 No Male -0.108 19.707 Catholic 388 92
3498 No Male 0.762 15.019 Catholic 388 92
3498 No Female 0.572 18.704 Catholic 388 92
3498 No Male 1.422 20.707 Catholic 388 92
3498 No Female -0.098 17.769 Catholic 388 92
3498 No Female 1.282 12.357 Catholic 388 92
3498 No Female 1.082 21.051 Catholic 388 92
3498 No Male -0.478 18.28 Catholic 388 92
3498 No Female 0.422 21.539 Catholic 388 92
3498 No Female 0.042 17.922 Catholic 388 92
3498 Yes Male 0.832 20.064 Catholic 388 92
3498 No Male 0.942 19.083 Catholic 388 92
3498 No Female 0.452 16.85 Catholic 388 92
3498 No Male 1.372 17.581 Catholic 388 92
3498 No Female 0.192 10.937 Catholic 388 92
3498 No Male -0.188 14.755 Catholic 388 92
3498 No Male 1.262 11.785 Catholic 388 92
3498 No Male 0.122 16.289 Catholic 388 92
3498 No Male 0.062 19.958 Catholic 388 92
3498 No Male 1.142 19.68 Catholic 388 92
3498 Yes Female 1.262 15.517 Catholic 388 92
3498 No Female 0.282 16.848 Catholic 388 92
3498 No Male 1.012 18.808 Catholic 388 92
3498 No Male 0.872 21.688 Catholic 388 92
3498 No Female 0.802 16.686 Catholic 388 92
3498 No Male 1.122 7.007 Catholic 388 92
3498 No Male 1.512 20.193 Catholic 388 92
3499 Yes Female 0.562 15.165 Catholic 509 70
3499 Yes Female 0.592 10.491 Catholic 509 70
3499 No Female -0.748 7.605 Catholic 509 70
3499 No Female 0.792 17.419 Catholic 509 70
3499 No Female 0.502 23.294 Catholic 509 70
3499 No Female 1.342 20.432 Catholic 509 70
3499 No Female -0.098 14.298 Catholic 509 70
3499 Yes Female 1.092 14.418 Catholic 509 70
3499 No Male 0.752 22.418 Catholic 509 70
3499 Yes Female 0.762 10.986 Catholic 509 70
3499 No Female 0.802 13.816 Catholic 509 70
3499 No Male 0.932 7.846 Catholic 509 70
3499 Yes Female 0.342 4.769 Catholic 509 70
3499 Yes Male 1.102 12.938 Catholic 509 70
3499 Yes Male -0.278 9.513 Catholic 509 70
3499 Yes Male 0.412 8.87 Catholic 509 70
3499 Yes Male 0.842 10.953 Catholic 509 70
3499 No Male -0.138 16.741 Catholic 509 70
3499 No Female -1.168 19.923 Catholic 509 70
3499 No Male 1.182 4.237 Catholic 509 70
3499 Yes Female -0.458 5.813 Catholic 509 70
3499 No Female 0.562 22.468 Catholic 509 70
3499 No Female 1.342 19.258 Catholic 509 70
3499 No Female 0.932 11.363 Catholic 509 70
3499 No Male 0.982 4.487 Catholic 509 70
3499 Yes Female 0.352 12.35 Catholic 509 70
3499 No Female 0.752 17.867 Catholic 509 70
3499 No Female -0.028 15.259 Catholic 509 70
3499 Yes Male 0.702 17.932 Catholic 509 70
3499 Yes Female 0.472 17.594 Catholic 509 70
3499 No Female -0.028 19.406 Catholic 509 70
3499 Yes Female -0.388 7.931 Catholic 509 70
3499 Yes Female 0.732 10.527 Catholic 509 70
3499 No Female 0.192 12.543 Catholic 509 70
3499 Yes Male -0.238 4.48 Catholic 509 70
3499 Yes Male -0.688 12.47 Catholic 509 70
3499 No Female 1.082 18.148 Catholic 509 70
3499 No Male 1.242 8.48 Catholic 509 70
3533 Yes Female -0.338 1.26 Catholic 1015 54
3533 No Male 0.132 23.168 Catholic 1015 54
3533 Yes Female -0.348 15.237 Catholic 1015 54
3533 No Female 0.482 2.21 Catholic 1015 54
3533 Yes Female -0.438 11.038 Catholic 1015 54
3533 No Male -0.368 4.36 Catholic 1015 54
3533 No Female 0.252 -0.06 Catholic 1015 54
3533 No Female -0.938 -2.142 Catholic 1015 54
3533 Yes Female -0.148 2.913 Catholic 1015 54
3533 No Female -0.818 2.117 Catholic 1015 54
3533 Yes Male -0.798 17.225 Catholic 1015 54
3533 Yes Female -0.178 16.494 Catholic 1015 54
3533 Yes Male 0.892 22.969 Catholic 1015 54
3533 Yes Female -0.398 9.246 Catholic 1015 54
3533 Yes Female -0.128 18.938 Catholic 1015 54
3533 No Male 0.922 16.73 Catholic 1015 54
3533 No Female 0.472 6.68 Catholic 1015 54
3533 No Female 0.592 2.834 Catholic 1015 54
3533 No Male -0.588 8.753 Catholic 1015 54
3533 No Male -0.798 8.167 Catholic 1015 54
3533 Yes Female -0.838 5.383 Catholic 1015 54
3533 No Female 0.232 0.432 Catholic 1015 54
3533 Yes Female 0.442 17.449 Catholic 1015 54
3533 No Female -0.218 12.114 Catholic 1015 54
3533 No Female -0.438 16.069 Catholic 1015 54
3533 Yes Male 0.132 13.543 Catholic 1015 54
3533 No Male 0.372 6.913 Catholic 1015 54
3533 Yes Male -0.538 17.55 Catholic 1015 54
3533 Yes Female 0.792 -2.582 Catholic 1015 54
3533 Yes Female 0.182 -2.832 Catholic 1015 54
3533 No Female -0.208 4.25 Catholic 1015 54
3533 Yes Female 0.422 8.456 Catholic 1015 54
3533 No Male -1.158 18.417 Catholic 1015 54
3533 No Female 0.472 13.957 Catholic 1015 54
3533 No Male -0.308 4.27 Catholic 1015 54
3533 No Female -0.008 13.51 Catholic 1015 54
3533 No Female -0.418 10.121 Catholic 1015 54
3533 No Male -0.218 17.361 Catholic 1015 54
3533 No Male -0.618 21.01 Catholic 1015 54
3533 No Male -0.708 13.419 Catholic 1015 54
3533 Yes Male -0.778 15.733 Catholic 1015 54
3533 Yes Female -0.478 21.199 Catholic 1015 54
3533 No Male 0.472 9.87 Catholic 1015 54
3533 No Male -0.618 13.037 Catholic 1015 54
3533 No Female 0.622 18.261 Catholic 1015 54
3533 Yes Female 0.532 14.916 Catholic 1015 54
3533 No Female -0.408 4.799 Catholic 1015 54
3533 No Male -0.628 4.872 Catholic 1015 54
3610 Yes Male 0.632 12.164 Catholic 1431 80
3610 No Female 0.322 16.902 Catholic 1431 80
3610 Yes Female 0.492 14.908 Catholic 1431 80
3610 No Male -0.108 17.915 Catholic 1431 80
3610 No Male 1.372 22.713 Catholic 1431 80
3610 No Female 0.342 18.94 Catholic 1431 80
3610 No Male 0.942 14.811 Catholic 1431 80
3610 No Female -0.078 21.734 Catholic 1431 80
3610 No Male 0.852 22.293 Catholic 1431 80
3610 Yes Female 0.942 16.439 Catholic 1431 80
3610 No Female 0.012 17.522 Catholic 1431 80
3610 No Male 0.722 22.384 Catholic 1431 80
3610 Yes Male -1.048 1.443 Catholic 1431 80
3610 No Male 0.452 14.46 Catholic 1431 80
3610 No Male 0.942 24.545 Catholic 1431 80
3610 Yes Male 0.502 14.387 Catholic 1431 80
3610 No Female -0.448 15.053 Catholic 1431 80
3610 No Male 1.012 21.034 Catholic 1431 80
3610 No Female -0.418 4.695 Catholic 1431 80
3610 No Male -0.078 11.691 Catholic 1431 80
3610 No Female 0.432 14.63 Catholic 1431 80
3610 No Male 0.062 15.045 Catholic 1431 80
3610 No Female -0.488 16.854 Catholic 1431 80
3610 Yes Female 0.272 17.409 Catholic 1431 80
3610 Yes Female -0.548 3.005 Catholic 1431 80
3610 Yes Male -0.758 8.924 Catholic 1431 80
3610 No Female 0.652 23.336 Catholic 1431 80
3610 No Male -0.708 23.822 Catholic 1431 80
3610 No Male -0.658 6.207 Catholic 1431 80
3610 No Female 0.472 18.111 Catholic 1431 80
3610 No Female -0.578 22.813 Catholic 1431 80
3610 Yes Male 0.842 8.622 Catholic 1431 80
3610 No Male 0.132 21.31 Catholic 1431 80
3610 Yes Female -0.458 2.785 Catholic 1431 80
3610 No Male -0.648 14.759 Catholic 1431 80
3610 No Male -0.108 23.619 Catholic 1431 80
3610 No Male -0.548 11.267 Catholic 1431 80
3610 Yes Male 1.332 16.139 Catholic 1431 80
3610 No Male 0.432 14.598 Catholic 1431 80
3610 No Female 1.262 23.723 Catholic 1431 80
3610 Yes Female -0.678 8.565 Catholic 1431 80
3610 Yes Male 0.792 15.896 Catholic 1431 80
3610 No Female 0.892 9.03 Catholic 1431 80
3610 No Female 1.292 11.243 Catholic 1431 80
3610 Yes Female -0.398 8.633 Catholic 1431 80
3610 Yes Male -0.188 9.949 Catholic 1431 80
3610 No Male -0.228 20.863 Catholic 1431 80
3610 Yes Male -0.008 14.126 Catholic 1431 80
3610 No Male 0.602 13.942 Catholic 1431 80
3610 Yes Female 1.072 17.007 Catholic 1431 80
3610 No Male -0.258 18.874 Catholic 1431 80
3610 No Male -0.488 5.228 Catholic 1431 80
3610 No Female -0.318 9.993 Catholic 1431 80
3610 No Male -0.038 13.301 Catholic 1431 80
3610 No Male 0.042 16.428 Catholic 1431 80
3610 No Female 0.092 19.533 Catholic 1431 80
3610 No Male -0.368 8.92 Catholic 1431 80
3610 No Female -0.408 9.762 Catholic 1431 80
3610 No Male -0.478 22.357 Catholic 1431 80
3610 No Female -0.248 21.776 Catholic 1431 80
3610 No Female -0.408 19.899 Catholic 1431 80
3610 Yes Female 0.812 12.565 Catholic 1431 80
