"breed" "weight" "age" "id"
"britishShorthair" 8.5489055823209 9 74
"britishShorthair" 8.40268591032338 10 74
"britishShorthair" 7.72770642942677 11 74
"britishShorthair" 7.81232208845799 12 74
"britishShorthair" 7.5648827021629 13 74
"maineCoon" 6.71497799102773 1 75
"maineCoon" 7.97758365574592 2 75
"maineCoon" 8.43777013184675 3 75
"maineCoon" 7.84310453044519 4 75
"maineCoon" 8.27744063973286 5 75
"maineCoon" 9.18567046550415 6 75
"maineCoon" 8.87956652399003 7 75
"scottishFold" 8.761671359375 1 76
"scottishFold" 9.90493319832281 2 76
"scottishFold" 10.5486589104406 3 76
"scottishFold" 10.8412811700705 4 76
"scottishFold" 11.3380698358509 5 76
"scottishFold" 11.4850070040615 6 76
"scottishFold" 12.2866813494736 7 76
"scottishFold" 11.9401656047265 8 76
"abyssinian" 6.0439431970959 1 77
"abyssinian" 8.17925970484518 2 77
"abyssinian" 8.68169466529543 3 77
"abyssinian" 7.95700325456574 4 77
"abyssinian" 8.65491525037552 5 77
"abyssinian" 8.38684293829647 6 77
"abyssinian" 9.2002848980595 7 77
"abyssinian" 8.20236686008941 8 77
"abyssinian" 8.96521806842439 9 77
"abyssinian" 8.35013523697783 10 77
"abyssinian" 8.52270021224187 11 77
"abyssinian" 9.61559149612881 12 77
"abyssinian" 7.15514280244873 13 77
"abyssinian" 7.43229915172677 14 77
"maineCoon" 6.63403447395456 1 78
"maineCoon" 7.58027613165094 2 78
"maineCoon" 7.83121950159002 3 78
"maineCoon" 7.25246796979853 4 78
"maineCoon" 7.7157387326459 5 78
"maineCoon" 8.72640653313008 6 78
"maineCoon" 8.589851065653 7 78
"sphinx" 6.95874982286575 1 79
"sphinx" 6.41225501530313 2 79
"sphinx" 7.69271755251401 3 79
"sphinx" 8.0695062353859 4 79
"sphinx" 7.52260839812731 5 79
"sphinx" 8.92744418963163 6 79
"sphinx" 8.61692729575392 7 79
"sphinx" 8.40810101869593 8 79
"britishShorthair" 4.84406278616928 1 80
"britishShorthair" 5.18429936669111 2 80
"britishShorthair" 5.45062374116548 3 80
"britishShorthair" 5.29389112106878 4 80
"britishShorthair" 4.81869870547576 5 80
"britishShorthair" 5.29374077280059 6 80
"britishShorthair" 5.18122320620489 7 80
"britishShorthair" 5.87565517662821 8 80
"britishShorthair" 5.94790617262921 9 80
"maineCoon" 5.19598928159928 1 81
"maineCoon" 5.36736676152242 2 81
"maineCoon" 5.76529987463856 3 81
"maineCoon" 6.29789995711772 4 81
"maineCoon" 5.7890448892121 5 81
"maineCoon" 6.37417479823438 6 81
"maineCoon" 5.78591938917762 7 81
"maineCoon" 6.35373121680279 8 81
"maineCoon" 5.55329196200331 9 81
"maineCoon" 6.45689080344123 10 81
"maineCoon" 5.68495504201768 11 81
"maineCoon" 5.8453954931214 12 81
"maineCoon" 5.76018304344706 13 81
"maineCoon" 5.11098113200355 14 81
"bengal" 8.23708472651854 1 82
"bengal" 8.93116325760635 2 82
"bengal" 8.30750451503925 3 82
"bengal" 8.02689335748431 4 82
"bengal" 9.22277636261173 5 82
"bengal" 10.0139949099055 6 82
"bengal" 9.19386170721954 7 82
"bengal" 10.2268300343795 8 82
"persian" 4.77819556395631 1 83
"persian" 5.05378593335161 2 83
"persian" 5.37506951439361 3 83
"persian" 5.26546140740848 4 83
"persian" 6.73136940518981 5 83
"persian" 5.17410268345277 6 83
"persian" 5.81556371968803 7 83
"persian" 5.16194384136636 8 83
"persian" 5.46947538388379 9 83
"persian" 5.12754591971356 10 83
"persian" 5.01155750026621 11 83
"ragdoll" 6.40277259242987 1 84
"ragdoll" 7.21713802117218 2 84
"ragdoll" 7.67226647254093 3 84
"ragdoll" 7.06678048625496 4 84
"ragdoll" 7.62021777185134 5 84
"ragdoll" 8.33078285056138 6 84
"ragdoll" 7.69195208010298 7 84
"abyssinian" 8.34031747826606 1 85
"abyssinian" 9.05209156581159 2 85
"abyssinian" 8.99443874772713 3 85
"abyssinian" 9.83922241209574 4 85
"abyssinian" 9.14192572469798 5 85
"abyssinian" 9.65905950342617 6 85
"abyssinian" 9.69970238631322 7 85
"maineCoon" 7.03402018571916 1 86
"maineCoon" 6.41124034093241 2 86
"maineCoon" 7.26119184700176 3 86
"maineCoon" 7.63671618821394 4 86
"maineCoon" 7.45241611195795 5 86
"maineCoon" 8.05536873174093 6 86
"maineCoon" 7.84149678514457 7 86
"siamese" 5.71863412833293 1 87
"siamese" 7.35233652193187 2 87
"siamese" 6.96114921528858 3 87
"siamese" 7.0678560510661 4 87
"siamese" 7.43078530575684 5 87
"siamese" 7.48822731318744 6 87
"siamese" 7.63280226321639 7 87
"siamese" 7.35720888856776 8 87
"siamese" 6.41549040554132 9 87
"siamese" 7.26286306616258 10 87
"maineCoon" 5.76344598864068 1 88
"maineCoon" 6.62075923839434 2 88
"maineCoon" 5.87431006401899 3 88
"maineCoon" 7.30308885811758 4 88
"maineCoon" 6.54611009461276 5 88
"maineCoon" 7.64300478548584 6 88
"maineCoon" 7.43058290959277 7 88
"maineCoon" 8.03354199165013 8 88
"maineCoon" 7.76050492943805 9 88
"maineCoon" 8.14325466312337 10 88
"sphinx" 5.36931518992023 1 89
"sphinx" 7.31733794410667 2 89
"sphinx" 7.91970563956562 3 89
"sphinx" 7.26154243589146 4 89
"sphinx" 7.53916668211772 5 89
"sphinx" 6.97531707844961 6 89
"sphinx" 8.46223488108093 7 89
"sphinx" 8.14920059513356 8 89
"britishShorthair" 7.07748964733592 1 90
"britishShorthair" 7.16854959199612 2 90
"britishShorthair" 7.08134442709796 3 90
"britishShorthair" 7.88601733689939 4 90
"britishShorthair" 7.62638268172585 5 90
"britishShorthair" 7.59775385164421 6 90
"britishShorthair" 6.92273652123203 7 90
"britishShorthair" 8.05563281607159 8 90
"britishShorthair" 7.62187721336646 9 90
"britishShorthair" 7.05645621296314 10 90
"britishShorthair" 7.10207080081349 11 90
"sphinx" 6.99225351209592 1 91
"sphinx" 7.74009534515452 2 91
"sphinx" 8.59996880132795 3 91
"sphinx" 9.30389935814721 4 91
"sphinx" 9.21107929101815 5 91
"sphinx" 9.45172476075932 6 91
"sphinx" 9.93219270290101 7 91
"sphinx" 9.14191096361371 8 91
"sphinx" 10.1627378918771 9 91
"sphinx" 9.49251833750103 10 91
"sphinx" 9.04390343578668 11 91
"sphinx" 8.57834195513353 12 91
"sphinx" 8.13715927734065 13 91
"sphinx" 8.03007154600384 14 91
"sphinx" 6.90520785403199 1 92
"sphinx" 7.86807329002777 2 92
"sphinx" 8.33771673609007 3 92
"sphinx" 8.07376034562851 4 92
"sphinx" 8.77361580425377 5 92
"sphinx" 8.88900060211324 6 92
"sphinx" 8.86729132167933 7 92
"sphinx" 8.69493510231871 8 92
"sphinx" 9.8508607271328 9 92
"sphinx" 9.06790606578611 10 92
"sphinx" 8.02404456738264 11 92
"sphinx" 7.74147878800361 12 92
"sphinx" 8.28210557807241 13 92
"sphinx" 7.50681399818435 14 92
"sphinx" 6.97055483858577 15 92
"ragdoll" 6.38137917103682 1 93
"ragdoll" 8.45281514442545 2 93
"ragdoll" 8.04491947264281 3 93
"ragdoll" 9.00876570059104 4 93
"ragdoll" 8.91391755645653 5 93
"ragdoll" 9.15667469592188 6 93
"ragdoll" 9.9510409841271 7 93
"ragdoll" 9.00276802868075 8 93
"ragdoll" 9.4524582165128 9 93
"britishShorthair" 6.00320965848258 1 94
"britishShorthair" 6.48538769333557 2 94
"britishShorthair" 7.08063668942689 3 94
"britishShorthair" 6.83035764586362 4 94
"britishShorthair" 7.63850541391837 5 94
"britishShorthair" 6.36494150956379 6 94
"britishShorthair" 6.65363090816312 7 94
"ragdoll" 6.51081770345879 1 95
"ragdoll" 6.77528999460327 2 95
"ragdoll" 7.85835099599071 3 95
"ragdoll" 7.67859383745364 4 95
"ragdoll" 8.68427457204013 5 95
"ragdoll" 8.08775033347014 6 95
"ragdoll" 7.54400616820803 7 95
"sphinx" 7.36208224457427 1 96
"sphinx" 7.376459392723 2 96
"sphinx" 8.4093296944695 3 96
"sphinx" 8.6796348844735 4 96
"sphinx" 8.22201319784366 5 96
"sphinx" 9.9167444319045 6 96
"sphinx" 9.31215079176048 7 96
"britishShorthair" 6.22862053828276 1 97
"britishShorthair" 6.2602897715196 2 97
"britishShorthair" 6.62230687482086 3 97
"britishShorthair" 6.23819958207872 4 97
"britishShorthair" 5.92383155079669 5 97
"britishShorthair" 6.45793492945759 6 97
"britishShorthair" 7.28429582925288 7 97
"britishShorthair" 7.53931491543747 8 97
"britishShorthair" 6.30960004318217 9 97
"britishShorthair" 6.47905912965296 10 97
"persian" 4.49944978025144 1 98
"persian" 5.91256554746861 2 98
"persian" 5.79753601114015 3 98
"persian" 6.19006016881626 4 98
"persian" 6.2992574897934 5 98
"persian" 6.1929210504607 6 98
"persian" 6.45634332167612 7 98
"persian" 7.0360046872289 8 98
"persian" 6.59794604725054 9 98
"persian" 6.51929669342542 10 98
"sphinx" 7.27959581520568 1 99
"sphinx" 7.89652487655263 2 99
"sphinx" 8.41451394003248 3 99
"sphinx" 8.39582309543329 4 99
"sphinx" 8.03228888367721 5 99
"sphinx" 9.20151642082889 6 99
"sphinx" 9.10982794112808 7 99
"sphinx" 8.72006815131592 8 99
"sphinx" 8.70271138257601 9 99
"sphinx" 8.35239589759078 10 99
"britishShorthair" 5.32093032301064 1 100
"britishShorthair" 6.56218014293897 2 100
"britishShorthair" 6.14490503400276 3 100
"britishShorthair" 5.65416740972915 4 100
"britishShorthair" 6.50294233687431 5 100
"britishShorthair" 7.3114255544314 6 100
"britishShorthair" 6.56159163955343 7 100
